Hazard Unique Identifier,Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage,Hazard Event (Grouped)
1233,1,Hail,2,1986,1,0,0,83960,Hail
1234,1,Lightning,3,1986,1,0,0,82422,Lightning
1235,2,Flooding,4,1986,1,0,0,81859,Flooding
1236,3,Wind,2,1986,1,0,0,81677,Wind
1237,3,Hail,1,1986,1,0,0,81606,Hail
1238,2,Flooding,4,1986,1,0,0,81518,Flooding
1239,1,Hail,2,1986,1,0,0,81289,Hail
1240,1,Flooding,2,1986,2,0,0,80845,Flooding
1241,5,Lightning,3,1986,1,0,0,80409,Lightning
1242,2,Hail,2,1986,1,0,0,78134,Hail
1243,2,Lightning,3,1986,1,0,0,74425,Lightning
1244,3,Flooding,3,1986,2,0,0,74187,Flooding
1245,3,Hail,2,1986,1,0,0,71341,Hail
1246,3,Lightning,2,1986,1,0,0,38110,Lightning
1247,3,Winter Weather,1,1986,2,0,0,18743,Winter Weather
1248,1,Winter Weather,1,1986,2,0,0,18714,Winter Weather
1249,4,Drought,2,1986,30,0,0,18687,Drought/Heat
1250,2,Drought,2,1986,30,0,0,18633,Drought/Heat
1251,5,Winter Weather,1,1986,2,0,0,18628,Winter Weather
1252,2,Winter Weather,1,1986,2,0,0,18163,Winter Weather
1253,4,Winter Weather,1,1986,2,0,0,17898,Winter Weather
1254,5,Drought,2,1986,30,0,0,17833,Drought/Heat
1255,1,Drought,2,1986,30,0,0,17733,Drought/Heat
1256,3,Drought,2,1986,30,0,0,17226,Drought/Heat
1257,6,Drought,2,1986,30,0,0,16932,Drought/Heat
1258,6,Winter Weather,1,1986,2,0,0,16293,Winter Weather
1259,2,Wind,3,1986,1,0,0,8689,Wind
1260,1,Severe Storm/Thunder Storm/ Wind,1,1986,1,0,0,8631,Storms
1261,1,Wind,3,1986,1,0,0,8445,Wind
1262,3,Wind,3,1986,1,0,0,8428,Wind
1263,5,Wind,2,1986,1,0,0,8172,Wind
1264,3,Wind,2,1986,1,0,0,8171,Wind
1265,5,Lightning,3,1986,1,0,0,8034,Lightning
1266,3,Lightning,3,1986,1,0,0,7606,Lightning
1267,3,Lightning,4,1986,1,0,0,7368,Lightning
1268,3,Flooding,4,1986,1,0,0,7236,Flooding
1269,3,Wind,2,1986,1,0,0,7181,Wind
1270,3,Wind,2,1986,1,0,0,861,Wind
1271,3,Hail,3,1986,1,0,0,861,Hail
1272,5,Wind,3,1986,1,0,0,857,Wind
1273,1,Hail,2,1986,1,0,0,840,Hail
1274,3,Wind,3,1986,1,0,0,839,Wind
1275,1,Wind,3,1986,1,0,0,838,Wind
1276,1,Winter Weather,4,1986,1,0,0,823,Winter Weather
1277,1,Wind,2,1986,1,0,0,811,Wind
1278,4,Wind,2,1986,1,0,0,802,Wind
1279,5,Hail,2,1986,1,0,0,801,Hail
1280,5,Severe Storm/Thunder Storm/ Wind,3,1986,1,0,0,800,Storms
1281,1,Hail,2,1986,1,0,0,759,Hail
1282,3,Flooding,3,1986,1,0,0,741,Flooding
1283,3,Wind,3,1986,1,0,0,729,Wind
1284,1,Wind,2,1986,1,0,0,714,Wind
1285,1,Winter Weather,1,1986,1,0,0,101,Winter Weather
1286,2,Hurricane/Tropical Storm,3,1986,1,0,0,68,Storms
1287,2,Heat,3,1986,1,12,0,0,Drought/Heat
1288,3,Heat,3,1986,1,11,0,0,Drought/Heat
1289,6,Drought,2,1986,30,0,0,0,Drought/Heat
1290,1,Drought,2,1986,30,0,0,0,Drought/Heat
1291,2,Drought,2,1986,30,0,0,0,Drought/Heat
1292,4,Drought,2,1986,30,0,0,0,Drought/Heat
1293,3,Drought,2,1986,30,0,0,0,Drought/Heat
1294,5,Drought,2,1986,30,0,0,0,Drought/Heat
1295,4,Hail,2,1986,1,0,0,0,Hail
1296,4,Lightning,2,1986,1,0,12,0,Lightning
1297,4,Hail,2,1986,1,0,0,0,Hail
1298,1,Hail,3,1986,1,0,0,0,Hail
1299,6,Winter Weather,1,1986,2,0,0,0,Winter Weather
1300,1,Winter Weather,1,1986,2,0,0,0,Winter Weather
1301,2,Winter Weather,1,1986,2,0,0,0,Winter Weather
1302,4,Winter Weather,1,1986,2,0,0,0,Winter Weather
1303,3,Winter Weather,1,1986,2,0,0,0,Winter Weather
1304,5,Winter Weather,1,1986,2,0,0,0,Winter Weather
1305,6,Winter Weather,2,1986,2,0,0,0,Winter Weather
1306,1,Winter Weather,2,1986,2,0,0,0,Winter Weather
1307,2,Winter Weather,2,1986,2,0,0,0,Winter Weather
1308,4,Winter Weather,2,1986,2,0,0,0,Winter Weather
1309,3,Winter Weather,2,1986,2,0,0,0,Winter Weather
1310,5,Winter Weather,2,1986,2,0,0,0,Winter Weather
1311,6,Drought,2,1986,31,0,0,0,Drought/Heat
1312,1,Drought,2,1986,31,0,0,0,Drought/Heat
1313,2,Drought,2,1986,31,0,0,0,Drought/Heat
1314,4,Drought,2,1986,31,0,0,0,Drought/Heat
1315,3,Drought,2,1986,31,0,0,0,Drought/Heat
1316,5,Drought,2,1986,31,0,0,0,Drought/Heat
1317,2,Flooding,1,1987,1,0,0,73149054,Flooding
1318,4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,836668,Storms
1319,2,Wind,2,1987,1,0,0,758835,Wind
1320,4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,11,756140,Storms
1321,1,Lightning,2,1987,1,0,0,748135,Lightning
1322,3,Tornado,3,1987,1,0,22,729984,Storms
1323,2,Hail,2,1987,1,0,0,724515,Hail
1324,4,Severe Storm/Thunder Storm,1,1987,15,0,0,722613,Storms
1325,1,Winter Weather,1,1987,1,0,0,103652,Winter Weather
1326,2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,85680,Storms
1327,4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,85275,Storms
1328,2,Lightning,2,1987,1,0,0,85172,Lightning
1329,2,Flooding,2,1987,1,0,0,84308,Flooding
1330,1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,83207,Storms
1331,2,Lightning,3,1987,1,0,0,82913,Lightning
1332,5,Lightning,3,1987,1,0,0,81550,Lightning
1333,4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,73,81201,Storms
1334,2,Wind,1,1987,1,0,0,77857,Wind
1335,1,Hail,2,1987,1,0,0,77341,Hail
1336,3,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,76699,Storms
1337,2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,76533,Storms
1338,2,Lightning,2,1987,1,0,0,74472,Lightning
1339,1,Hail,2,1987,1,0,0,73664,Hail
1340,6,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,73608,Storms
1341,1,Hail,2,1987,1,0,0,72332,Hail
1342,1,Winter Weather,1,1987,1,0,0,45274,Winter Weather
1343,6,Winter Weather,1,1987,1,0,0,38808,Winter Weather
1344,5,Winter Weather,1,1987,1,0,0,38369,Winter Weather
1345,1,Winter Weather,2,1987,1,0,0,28300,Winter Weather
1346,1,Wind,1,1987,1,0,0,11229,Wind
1347,3,Lightning,3,1987,1,0,0,8710,Lightning
1348,3,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,8489,Storms
1349,1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,8486,Storms
1350,5,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,8374,Storms
1351,2,Flooding,1,1987,1,0,0,8367,Flooding
1352,3,Hail,3,1987,1,0,0,8217,Hail
1353,3,Lightning,2,1987,1,0,0,8179,Lightning
1354,3,Flooding,1,1987,1,0,0,8129,Flooding
1355,6,Hail,4,1987,1,0,0,8095,Hail
1356,2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,8068,Storms
1357,1,Hail,2,1987,1,0,0,8045,Hail
1358,2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7949,Storms
1359,4,Hail,2,1987,1,0,0,7939,Hail
1360,2,Severe Storm/Thunder Storm,2,1987,1,0,0,7882,Storms
1361,2,Flooding,1,1987,1,0,0,7878,Flooding
1362,2,Lightning,3,1987,1,0,0,7801,Lightning
1363,1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7745,Storms
1364,5,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7705,Storms
1365,4,Hail,3,1987,1,0,0,7664,Hail
1366,3,Hail,2,1987,1,0,0,7650,Hail
1367,3,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7465,Storms
1368,1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7437,Storms
1369,3,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7434,Storms
1370,3,Lightning,2,1987,1,0,11,7394,Lightning
1371,1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7372,Storms
1372,1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7268,Storms
1373,4,Hail,3,1987,1,0,0,7232,Hail
1374,2,Lightning,3,1987,1,0,0,7185,Lightning
1375,6,Winter Weather,1,1987,1,0,0,4566,Winter Weather
1376,1,Winter Weather,1,1987,1,0,0,4268,Winter Weather
1377,1,Winter Weather,1,1987,1,0,0,1236,Winter Weather
1378,1,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,865,Storms
1379,5,Hail,2,1987,1,0,0,851,Hail
1380,4,Hail,3,1987,1,0,0,850,Hail
1381,5,Lightning,3,1987,1,0,0,808,Lightning
1382,4,Hail,2,1987,1,0,0,799,Hail
1383,3,Hail,3,1987,1,0,0,790,Hail
1384,1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,778,Storms
1385,1,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,778,Storms
1386,4,Hail,2,1987,1,0,0,761,Hail
1387,3,Hail,2,1987,1,0,0,750,Hail
1388,2,Hurricane/Tropical Storm,4,1987,2,0,0,77,Storms
1389,1,Heat,3,1987,1,12,0,0,Drought/Heat
1390,4,Lightning,3,1987,1,0,12,0,Lightning
1391,4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,0,Storms
1392,6,Winter Weather,4,1987,31,0,0,0,Winter Weather
1393,1,Winter Weather,4,1987,31,0,0,0,Winter Weather
1394,2,Winter Weather,4,1987,31,0,0,0,Winter Weather
1395,4,Winter Weather,4,1987,31,0,0,0,Winter Weather
1396,3,Winter Weather,4,1987,31,0,0,0,Winter Weather
1397,5,Winter Weather,4,1987,31,0,0,0,Winter Weather
1398,6,Winter Weather,2,1987,1,0,0,0,Winter Weather
1399,1,Winter Weather,2,1987,1,0,0,0,Winter Weather
1400,2,Winter Weather,2,1987,1,0,0,0,Winter Weather
1401,4,Winter Weather,2,1987,1,0,0,0,Winter Weather
1402,3,Winter Weather,2,1987,1,0,0,0,Winter Weather
1403,5,Winter Weather,2,1987,1,0,0,0,Winter Weather
1404,2,Hurricane/Tropical Storm,3,1987,4,0,0,0,Storms
1405,4,Hurricane/Tropical Storm,3,1987,4,0,0,0,Storms
1406,3,Hurricane/Tropical Storm,3,1987,4,0,0,0,Storms
1407,5,Hurricane/Tropical Storm,3,1987,4,0,0,0,Storms
1408,1,Lightning,2,1988,1,0,0,7904599,Lightning
1409,1,Lightning,3,1988,1,0,0,1383055,Lightning
1410,3,Hail/ Severe Storm/Thunder Storm,3,1988,1,0,0,787765,Hail/Storms
1411,2,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,23,765493,Storms
1412,1,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,725229,Storms
1413,2,Winter Weather,1,1988,5,0,0,187044,Winter Weather
1414,6,Winter Weather,1,1988,5,0,0,170710,Winter Weather
1415,1,Winter Weather,1,1988,5,0,0,163870,Winter Weather
1416,3,Winter Weather,1,1988,5,0,0,163698,Winter Weather
1417,5,Winter Weather,1,1988,5,0,0,163095,Winter Weather
1418,4,Winter Weather,1,1988,5,0,0,155118,Winter Weather
1419,2,Winter Weather,1,1988,1,0,0,87098,Winter Weather
1420,3,Lightning,2,1988,1,0,0,85101,Lightning
1421,2,Lightning,2,1988,1,0,0,83960,Lightning
1422,2,Hail/ Severe Storm/Thunder Storm,2,1988,1,0,0,82596,Hail/Storms
1423,3,Lightning,2,1988,1,0,0,82398,Lightning
1424,2,Lightning,2,1988,1,0,0,81582,Lightning
1425,4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,78388,Storms
1426,2,Flooding,3,1988,1,0,0,77595,Flooding
1427,4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,77437,Storms
1428,5,Hurricane/Tropical Storm,3,1988,1,0,0,25661,Storms
1429,4,Hurricane/Tropical Storm,3,1988,1,0,0,24052,Storms
1430,2,Hurricane/Tropical Storm,3,1988,1,0,0,23282,Storms
1431,3,Hurricane/Tropical Storm,3,1988,1,0,0,22141,Storms
1432,4,Drought,2,1988,30,0,0,18942,Drought/Heat
1433,2,Drought,2,1988,30,0,0,18327,Drought/Heat
1434,5,Drought,2,1988,30,0,0,17428,Drought/Heat
1435,6,Drought,2,1988,30,0,0,17230,Drought/Heat
1436,3,Drought,2,1988,30,0,0,16637,Drought/Heat
1437,1,Drought,2,1988,30,0,0,15670,Drought/Heat
1438,4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8707,Storms
1439,3,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8676,Storms
1440,2,Severe Storm/Thunder Storm/ Wind,4,1988,1,0,0,8385,Storms
1441,4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8199,Storms
1442,2,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8061,Storms
1443,4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8056,Storms
1444,4,Hail,2,1988,1,0,0,7932,Hail
1445,5,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,7699,Storms
1446,3,Hail,2,1988,1,0,0,7599,Hail
1447,1,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,7572,Storms
1448,2,Lightning,2,1988,1,0,0,7319,Lightning
1449,2,Lightning,2,1988,1,0,0,7215,Lightning
1450,3,Winter Weather,1,1988,1,0,0,3089,Winter Weather
1451,4,Winter Weather,1,1988,1,0,0,3065,Winter Weather
1452,2,Winter Weather,1,1988,1,0,0,2668,Winter Weather
1453,5,Winter Weather,1,1988,1,0,0,2604,Winter Weather
1454,1,Wind,4,1988,1,0,0,2475,Wind
1455,5,Wind,4,1988,1,0,0,2439,Wind
1456,2,Wind,4,1988,1,0,0,2423,Wind
1457,6,Wind,4,1988,1,0,0,2379,Wind
1458,6,Drought,3,1988,31,0,0,1862,Drought/Heat
1459,1,Drought,3,1988,31,0,0,1859,Drought/Heat
1460,3,Winter Weather,1,1988,4,0,0,1811,Winter Weather
1461,5,Winter Weather,1,1988,4,0,0,1810,Winter Weather
1462,3,Drought,3,1988,31,0,0,1805,Drought/Heat
1463,4,Winter Weather,1,1988,4,0,0,1782,Winter Weather
1464,6,Winter Weather,1,1988,4,0,0,1762,Winter Weather
1465,5,Drought,3,1988,31,0,0,1736,Drought/Heat
1466,2,Drought,3,1988,31,0,0,1730,Drought/Heat
1467,2,Winter Weather,1,1988,4,0,0,1650,Winter Weather
1468,4,Drought,3,1988,31,0,0,1647,Drought/Heat
1469,1,Winter Weather,1,1988,4,0,0,1596,Winter Weather
1470,3,Hail,2,1988,1,0,0,868,Hail
1471,3,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,864,Storms
1472,1,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,862,Storms
1473,5,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,857,Storms
1474,2,Lightning,2,1988,1,0,0,817,Lightning
1475,5,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,809,Storms
1476,1,Lightning,2,1988,1,0,0,808,Lightning
1477,3,Hail,2,1988,1,0,0,795,Hail
1478,3,Hail,2,1988,1,0,0,784,Hail
1479,1,Lightning,2,1988,1,0,0,767,Lightning
1480,2,Flooding,3,1988,1,0,0,766,Flooding
1481,1,Hail,2,1988,1,0,0,751,Hail
1482,2,Severe Storm/Thunder Storm/ Wind,4,1988,1,0,0,746,Storms
1483,1,Wind,4,1988,1,0,0,738,Wind
1484,3,Hail,2,1988,1,0,0,733,Hail
1485,3,Hail,2,1988,1,0,0,733,Hail
1486,6,Drought,1,1988,28,0,0,182,Drought/Heat
1487,4,Drought,1,1988,28,0,0,180,Drought/Heat
1488,1,Wind,1,1988,1,0,0,180,Wind
1489,5,Drought,1,1988,28,0,0,176,Drought/Heat
1490,2,Drought,1,1988,28,0,0,170,Drought/Heat
1491,3,Wind,1,1988,1,0,0,162,Wind
1492,5,Wind,1,1988,1,0,0,159,Wind
1493,1,Drought,1,1988,28,0,0,158,Drought/Heat
1494,6,Wind,1,1988,1,0,0,158,Wind
1495,2,Wind,1,1988,1,0,0,157,Wind
1496,3,Drought,1,1988,28,0,0,151,Drought/Heat
1497,4,Wind,1,1988,1,0,0,151,Wind
1498,3,Hail,2,1988,1,0,0,51,Hail
1499,6,Hail,2,1988,1,0,0,46,Hail
1500,4,Hail,2,1988,1,0,0,43,Hail
1501,6,Hail,2,1988,1,0,0,26,Hail
1502,4,Hail,2,1988,1,0,0,24,Hail
1503,3,Hail,2,1988,1,0,0,24,Hail
1504,5,Hail,2,1988,1,0,0,23,Hail
1505,6,Drought,3,1988,31,0,0,12,Drought/Heat
1506,1,Drought,3,1988,31,0,0,12,Drought/Heat
1507,3,Drought,3,1988,31,0,0,12,Drought/Heat
1508,4,Drought,3,1988,31,0,0,11,Drought/Heat
1509,1,Winter Weather,1,1988,1,12,0,0,Winter Weather
1510,4,Heat,3,1988,1,12,0,0,Drought/Heat
1511,6,Winter Weather,2,1988,1,0,0,0,Winter Weather
1512,1,Winter Weather,2,1988,1,0,0,0,Winter Weather
1513,3,Lightning,3,1988,1,0,13,0,Lightning
1514,2,Lightning,3,1988,1,0,13,0,Lightning
1515,2,Hurricane/Tropical Storm,3,1989,1,0,0,7877651400,Storms
1516,5,Hurricane/Tropical Storm,3,1989,1,11,3831,3086384400,Storms
1517,2,Hurricane/Tropical Storm,3,1989,1,0,0,743300280,Storms
1518,4,Hurricane/Tropical Storm,3,1989,1,13,260,533869996,Storms
1519,3,Hurricane/Tropical Storm,3,1989,1,11,358,426463185,Storms
1520,3,Severe Storm/Thunder Storm/ Wind,2,1989,1,11,0,76993164,Storms
1521,2,Winter Weather,4,1989,5,13,0,8641717,Winter Weather
1522,1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8027452,Hail/Storms
1523,4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,12,7997334,Storms
1524,5,Tornado,3,1989,1,0,0,7661271,Storms
1525,1,Winter Weather,1,1989,1,0,0,1036813,Winter Weather
1526,1,Winter Weather,1,1989,3,0,0,900784,Winter Weather
1527,1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,864013,Storms
1528,1,Lightning,3,1989,1,0,0,825175,Lightning
1529,1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,802031,Hail/Storms
1530,4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,797989,Storms
1531,5,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,754079,Storms
1532,4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,751543,Storms
1533,1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,743696,Storms
1534,6,Winter Weather,4,1989,4,0,0,241013,Winter Weather
1535,4,Winter Weather,4,1989,4,0,0,227407,Winter Weather
1536,5,Winter Weather,4,1989,4,0,0,213977,Winter Weather
1537,3,Winter Weather,4,1989,4,0,0,201736,Winter Weather
1538,1,Winter Weather,4,1989,4,21,0,199138,Winter Weather
1539,2,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,165177,Storms
1540,3,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,161214,Storms
1541,5,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,155888,Storms
1542,4,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,148136,Storms
1543,6,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,144237,Storms
1544,2,Coastal,1,1989,1,0,0,86813,Coastal
1545,2,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,86456,Storms
1546,1,Hurricane/Tropical Storm,3,1989,1,0,0,84966,Storms
1547,4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,84483,Storms
1548,2,Wind,2,1989,1,0,0,84213,Wind
1549,1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,83769,Storms
1550,6,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,25,82802,Storms
1551,1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,82366,Storms
1552,3,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,82208,Storms
1553,6,Lightning,3,1989,1,0,0,81431,Lightning
1554,2,Flooding/ Lightning,3,1989,1,0,0,80940,Flooding
1555,1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,80861,Storms
1556,5,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,79545,Storms
1557,5,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,79283,Storms
1558,3,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,78752,Storms
1559,2,Wind,2,1989,1,0,0,77286,Wind
1560,1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,75606,Storms
1561,2,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,45,75233,Storms
1562,4,Lightning,2,1989,1,0,0,74773,Lightning
1563,1,Severe Storm/Thunder Storm/ Wind,4,1989,1,0,0,74631,Storms
1564,1,Flooding,3,1989,1,0,0,73458,Flooding
1565,1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,72649,Hail/Storms
1566,1,Flooding,3,1989,1,0,0,72618,Flooding
1567,4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,72102,Storms
1568,1,Winter Weather,2,1989,1,0,0,45069,Winter Weather
1569,6,Winter Weather,2,1989,1,0,0,42083,Winter Weather
1570,2,Wind,1,1989,1,0,0,18699,Wind
1571,4,Winter Weather,1,1989,1,0,0,18616,Winter Weather
1572,5,Wind,1,1989,1,0,0,17967,Wind
1573,1,Wind,1,1989,1,0,0,17900,Wind
1574,2,Winter Weather,1,1989,1,0,0,17213,Winter Weather
1575,3,Winter Weather,1,1989,1,0,0,17182,Winter Weather
1576,4,Wind,1,1989,1,0,0,16930,Wind
1577,3,Wind,1,1989,1,0,0,16255,Wind
1578,5,Winter Weather,1,1989,1,0,0,16104,Winter Weather
1579,6,Wind,1,1989,1,0,0,15890,Wind
1580,1,Winter Weather,1,1989,1,0,0,15756,Winter Weather
1581,6,Winter Weather,1,1989,1,0,0,15665,Winter Weather
1582,2,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8622,Storms
1583,3,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,8588,Storms
1584,5,Flooding,3,1989,1,0,0,8584,Flooding
1585,5,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8570,Storms
1586,4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8488,Storms
1587,1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8241,Hail/Storms
1588,2,Winter Weather,1,1989,1,0,0,8221,Winter Weather
1589,1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8194,Storms
1590,1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1989,1,0,0,8113,Lightning/Storms
1591,2,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,8054,Storms
1592,1,Severe Storm/Thunder Storm/ Wind,3,1989,1,0,0,7962,Storms
1593,4,Lightning,3,1989,1,0,0,7877,Lightning
1594,1,Flooding,4,1989,1,0,0,7716,Flooding
1595,3,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,7661,Storms
1596,1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,7615,Storms
1597,6,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1989,1,0,0,7588,Lightning/Storms
1598,5,Lightning,3,1989,1,0,0,7318,Lightning
1599,1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,7172,Storms
1600,4,Wind,1,1989,1,0,0,869,Wind
1601,1,Wind,1,1989,1,0,0,830,Wind
1602,2,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,815,Storms
1603,2,Wind,1,1989,1,0,0,779,Wind
1604,2,Winter Weather,1,1989,1,0,0,771,Winter Weather
1605,1,Winter Weather,1,1989,1,0,0,65,Winter Weather
1606,1,Winter Weather,2,1989,1,0,0,0,Winter Weather
1607,1,Heat,3,1989,1,11,0,0,Drought/Heat
1608,3,Lightning,3,1989,1,10,0,0,Lightning
1609,5,Winter Weather,4,1989,1,13,0,0,Winter Weather
1610,2,Winter Weather,4,1989,1,12,0,0,Winter Weather
1611,1,Winter Weather,4,1989,1,12,0,0,Winter Weather
1612,3,Tornado,2,1989,1,0,0,0,Storms
1613,1,Lightning,2,1989,1,0,12,0,Lightning
1614,2,Winter Weather,4,1989,1,0,10,0,Winter Weather
1615,2,Winter Weather,1,1989,1,0,0,0,Winter Weather
1616,4,Flooding,4,1990,21,0,0,4679357,Flooding
1617,6,Flooding,4,1990,21,0,0,4339585,Flooding
1618,5,Flooding,4,1990,21,0,0,4305779,Flooding
1619,6,Severe Storm/Thunder Storm/ Wind,1,1990,1,0,0,4095493,Storms
1620,6,Flooding,4,1990,1,0,0,841582,Flooding
1621,1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,840473,Hail/Storms
1622,5,Flooding,4,1990,2,0,0,821846,Flooding
1623,1,Tornado,1,1990,1,0,0,792996,Storms
1624,1,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,46,761847,Storms
1625,1,Flooding,1,1990,1,0,0,740209,Flooding
1626,4,Severe Storm/Thunder Storm,4,1990,1,0,0,739495,Storms
1627,4,Lightning,2,1990,1,0,0,451544,Lightning
1628,2,Lightning,3,1990,1,0,0,144300,Lightning
1629,1,Severe Storm/Thunder Storm/ Wind,1,1990,1,0,0,85386,Storms
1630,5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,80100,Hail/Storms
1631,1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,79172,Hail/Storms
1632,2,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,0,75812,Storms
1633,2,Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,74773,Storms
1634,1,Lightning,3,1990,1,0,13,8691,Lightning
1635,1,Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,8672,Storms
1636,1,Severe Storm/Thunder Storm/ Wind,1,1990,1,0,0,8636,Storms
1637,1,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,0,7434,Storms
1638,4,Lightning,2,1990,1,0,0,7421,Lightning
1639,1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,7403,Hail/Storms
1640,4,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,22,7333,Storms
1641,3,Wind,1,1990,1,0,0,3967,Wind
1642,1,Winter Weather,4,1990,2,0,0,944,Winter Weather
1643,3,Heat,3,1990,1,12,0,0,Drought/Heat
1644,2,Heat,2,1990,1,0,5,0,Drought/Heat
1645,5,Heat,2,1990,1,0,5,0,Drought/Heat
1646,6,Winter Weather,1,1990,1,0,0,0,Winter Weather
1647,1,Winter Weather,1,1990,1,0,0,0,Winter Weather
1648,2,Winter Weather,1,1990,1,0,0,0,Winter Weather
